"LinearRegression","SVM","BoostedDecisionTree"
0,9.31960623721844,20.0205660202062
0,0,0
76.5603426217299,0,0
115.212118246374,140.398365731681,136.806166492078
100.225993350931,0,0
80.3157468994209,34.6461706234145,51.735120643145
87.0157707213918,174.79958087819,131.165308858549
24.0271140468045,0,18.0215545379751
0,0,16.2412405736329
48.8516201812737,19.6799595491595,36.1950049432429
102.993304780404,36.5607393956928,44.8561464405174
104.013997383699,45.4665531930519,43.7252377063936
0,39.6631800232784,23.3481963381475
0,0,0
80.7666941287373,60.3337623446884,31.1660898348588
83.941797985612,50.8016049608088,48.9118608024328
277.205194077472,205.099552474531,155.876376977627
165.307615398504,139.453261131407,98.754428288792
76.6551287011154,95.6404570757224,67.5599754288622
0,56.6979569445287,38.3695749875313
0,0,0
96.2168039695025,125.121214621655,102.360362240893
221.663710092968,250.22064794403,229.617509147531
89.8412339783566,128.569045734167,101.715945708653
177.78984011358,135.918473100102,104.965047440998
17.1887086878246,58.9083635215154,65.9498482202871
0,0,16.5107901360677
0,39.559365156135,45.244621040549
62.8384413073697,27.5521734671455,48.5678732249073
223.447488113862,236.341285494856,212.675495213334
0,12.8078470003632,35.1232204890008
0,25.738781859692,23.7690846918487
98.7151128259792,128.734033610163,117.760787683273
309.386326114347,6.01864434746153,72.5097292541152
0,31.6197135518138,33.5390552083246
57.038330302657,0,0
2.39246830940215,86.7505728139663,78.1721688451027
85.9474859735675,116.418406594886,96.1784946792512
70.6473811818375,120.4157462028,104.821118987542
0,0,0
0,0,0
75.3730315528398,102.906074203392,82.9152900512246
5.9254793699094,40.7789002694152,41.9387023499277
274.582469204094,172.828544001881,181.383912529935
0,48.9280537093115,59.3587428396307
0,55.9812814560464,48.786652911011
245.646573955098,111.813478092695,135.251026467035
1.80301765653888,52.2791296497486,12.1468346114614
0,0,7.80166283302609
0,0,4.62857065852876
0,0,0
86.0998949351315,60.6146474394922,47.5405804348395
158.135034854939,88.225514714502,68.9915611025374
273.259818821289,178.299836057688,165.00065347832
8.79546067605999,66.4064319411398,67.8767087536194
0,75.7108755161896,40.2481360567576
0,0,10.3360561925061
0,0,0
24.0812207085683,50.4382164859026,58.7449764081443
43.5661576019031,17.7573137596875,42.9021181825882
85.8510311062292,31.5709580930667,53.3848471414838
169.958690821952,88.4484942596425,78.0935471008626
0,25.6035719859792,39.7970190334361
0,0,1.25221834263789
47.6371057187314,92.9272155855902,100.083567803771
199.907489865798,124.842012339811,131.976100205098
0,42.7842319329927,20.9816856235403
16.3911886609229,112.775717513758,78.7934906140855
308.321890482172,38.594824030891,64.2321308287046
269.619457822537,37.0956882481768,49.5704505203738
9.36654173483278,28.6627249165445,30.1690364123195
0,5.47264768043655,13.2711175300384
207.446158028783,0,27.5981939276776
68.8563436839901,54.0069710081291,82.473934041892
77.8757794153084,72.111755412881,60.2245488899612
297.216197944743,50.8259383231895,112.844064959874
250.739780366988,79.6655462216891,98.2631923730754
101.769622214847,29.9376919407043,28.0674512772864
233.850507624453,143.77344538222,153.134330603828
0,42.1401497701801,53.3486359717473
0,0,3.76193948687282
183.522208299098,200.963776281405,158.897486749913
13.5911426728739,19.0182550836373,37.4455426889305
56.7312573580699,48.4986671093122,20.5940071403801
307.786380715132,214.142880164679,183.243537465448
80.4710668874892,72.3301608877738,68.0425875961113
0,0,2.55460234103825
0,33.2359270910117,46.9326851210764
53.5451242957729,28.1425860314641,44.6841774981304
5.68782946602031,68.0773522867383,55.1402358268642
0,0,26.083207692491
0,0,12.4450616525187
64.3122566648714,142.437171994349,124.570868759151
72.8823981395331,47.4782346091074,55.649913242214
122.767982340877,85.260120231242,71.7086231940417
194.824990974719,85.2226871859391,82.0181893329506
81.972609152976,73.3255125744163,67.4075747327519
0,31.359676185383,27.283967828439
0,0,14.7299201168986
0,69.8596654764703,48.1286836644482
273.019619369015,36.6465656786575,61.2245049179318
252.421052718277,47.3307617251251,31.9416788144618
0,66.0444028187732,62.6469345316158
0,61.2302859741092,51.6751212396653
0,8.42711395089253,0
126.034861866904,198.814300649558,153.722545322081
107.097623391171,180.653001751338,144.176504171506
116.651082556014,190.790417216268,134.751971711397
0,53.8123448447375,30.0149883765749
0,0,9.62020731857429
0,0,0.262371254920456
0,3.80619606851826,15.367664385646
66.0502318160684,68.4167571974522,77.8392704698246
126.937385931346,54.6690379122653,58.3425352640717
0,44.4693113388074,57.9429742036362
0,0,9.68308845049583
0,0,8.14323901500738
89.3492488326541,148.310319004792,121.087915788248
112.22750905724,47.8542394894665,54.4423070572185
117.750623184339,79.141436984463,40.8409575438837
330.315880684913,166.268039765325,188.549190695958
0,18.4665543532727,9.24228760141093
0,13.6715558712499,0
107.612514451357,66.122489583579,53.8558319617789
0,62.0729146679354,81.4067178535271
0,0,7.61143783272332
117.889618023334,62.9956449465701,64.121368508315
99.1034343683837,97.93257319334,79.6949885362476
0,5.28757251554376,14.96732668562
0,0,5.41288690045818
85.6306347233963,85.8214702873423,96.4836752017733
90.1480789901733,72.0970215425133,75.5081217725265
2.73166395739293,81.6980429319619,55.1487191985302
0,59.6204613839935,43.0347598976758
0,24.6842512282169,26.3562434360939
0,16.7387866517496,6.08986831457636
0,24.8270089056377,0
76.3080242575645,0,0
0,19.5536898311837,0
110.563923118916,0,0
81.0007029695013,141.995345641913,98.4020626749012
284.554072640775,295.500477639306,268.031351486138
154.013665687897,52.9539040516013,60.3111006348607
247.782878464782,127.691125916828,109.425451370004
337.029811504115,251.626391190084,228.891588463126
109.714497676472,113.964724440606,88.7905140723937
26.0017433819913,60.7290258057562,36.1492714008085
0,21.2562242947269,0
114.082571277509,124.140998563725,118.565412288692
153.556870283056,82.2368395032485,83.4244418867663
138.27863420536,65.8495048434188,71.8559462559314
333.039268788535,219.789860695752,194.910476465922
113.23757283764,109.42878636005,88.98183782374
0,5.35413210374466,1.15827478066372
97.8638685699244,41.6638295069668,64.6973497889377
163.178173443839,60.2004651360583,81.2248886444128
232.798535068693,85.9577817675589,127.282531370841
336.586791256328,276.372527036551,244.100152227639
12.0999116070231,31.9893526867035,36.5629564939651
0,0,5.30738437723976
0,0.404739401211714,3.2946693989783
0,1.14072983827171,17.5217031795331
131.787416043818,174.241449373765,129.642644396721
118.525258658821,153.64996100284,133.453461253754
194.216656399333,101.333560278066,117.478794552705
413.30138708558,347.308109868814,342.095575069291
359.938382113973,295.780244016923,325.372448051276
0,13.2585744899888,8.6410124703157
3.27533501973686,43.5037511538038,58.7766621224589
137.351515099875,170.260211737878,136.62350962005
206.672022047427,174.497746860984,167.318580627262
402.089829392867,288.516204218567,347.236833351464
203.835293147794,124.776526040443,157.703041823037
154.98305760997,82.5784760872413,130.722702181333
48.4393510745389,4.75424544164056,26.0931585584093
201.62695471283,0,0
203.250127849708,224.189518977712,168.544894138844
186.802258492336,267.602489124927,192.941614244994
191.905777272315,246.67508889446,169.677306254479
347.045528420139,29.5549451269871,71.5142870019369
91.6221689223413,17.6878041149119,51.9237268551853
0,0,13.3878526069071
0,0,0
55.7793251867834,44.2653404920869,48.7939703703192
151.915094732748,60.5502013722288,69.589561306411
382.130011213769,281.010594336177,231.664517977313
207.806560201729,147.750005370428,118.607647766388
108.704943249894,98.264737071626,79.0278081257361
20.5203798565142,56.6271157521457,36.8015610547633
0,0,0
233.314129501565,273.7042158942,255.837163737286
207.382226558506,65.0098381840875,95.7223750366216
192.103990480811,78.4444438719068,97.6810949295249
277.50053263988,118.384089447176,155.526234152247
149.740164228313,84.1828934018355,69.3534169076549
0,14.9239101016185,2.9873291461693
245.721761549058,164.606808773712,251.889894032459
160.140922670176,21.0158382511172,56.2361230206963
157.718321576545,37.5132960832665,76.686516803431
0,0,0
0,26.9276401001732,36.6246393655472
98.5529719476178,125.049690218722,113.932923134438
230.767216301265,262.244754369761,240.668848868965
147.22199027895,81.7172908455686,85.3391584500267
0,24.9070911436312,29.0151712581825
157.279175501841,261.703580062571,207.429271925183
158.91753187086,242.593839187404,204.782418007636
251.048382319402,0,28.4604687378795
132.524583287956,20.1015905793243,0
0,0,3.19135751680527
215.653283740454,223.918581854467,257.525312807346
48.0448079680913,48.3772785979794,63.6280019594025
379.366168462688,249.677756185744,254.620357283877
4.46071216998974,10.1624675119521,29.158356318826
134.793948852273,41.3304205715576,46.1662214732363
186.855813021231,78.3125220394784,67.2694426638705
186.498986442416,85.9099441856287,73.2043012545042
171.339999528389,84.8604660929768,77.7995699011988
72.0766330150536,93.4532955462323,74.8282010685216
0,11.1061511109433,21.7483329345095
0,0,1.04559478146386
214.689529409921,291.88554522343,284.257468234601
165.672541216909,70.9055633637732,82.8288662012704
0,0,7.44101942654797
36.0594221259653,0,0
16.9056925070068,0,0
217.248008348699,0,0
281.851944013845,25.7852700392374,7.04145756191531
297.324943318246,45.8565182890101,72.7635559892771
0,0,2.08225248201233
0,26.4266713984341,48.161653166359
100.204940634353,44.32716543908,62.5491480359867
207.74732819894,129.195088657076,129.131627465287
0,25.7977696841106,15.5104963909439
153.295944142291,172.255646998513,182.258224195421
47.5187131517011,66.3673237476122,74.9744342527632
0,5.64575466140076,6.34534323251056
0,11.0520751592468,9.17745390108857
147.199983336534,96.6818894261811,96.829318987267
153.67179646053,274.684150715958,225.533150729423
387.156732417375,164.576237554789,189.107382455302
20.5893793560301,63.9637951734435,43.5269045655229
0,0,0
139.547301176071,126.908627462224,124.886475771879
175.321175526798,78.6848717976589,89.1744864910149
386.619419298061,281.950332338441,274.691887846444
226.091011787758,145.613033567483,146.17292666855
86.8959221901222,81.7925020785019,82.9184793782265
0,17.465935022005,0.649525637663591
105.454512712428,176.86864842129,146.552775076935
243.147212852912,310.641909088174,254.888058471502
91.4392623992536,61.4864026063616,66.6153500659948
154.494873683468,90.9384564606662,86.3369904166933
349.992603375796,286.40498605912,266.456689161994
1.77653060120092,71.2260201841882,44.6327709406011
0,28.752071007636,32.044782922861
0,2.44420355507117,0
188.8752468076,72.4829143953465,110.245735575865
380.057960017022,260.708943861825,253.220489632553
92.5583882120668,102.879627544237,90.3717050606155
0,0,12.1449646865187
106.640376512997,82.3276822579319,88.8671641124105
124.836430962986,94.8655293651341,103.06904534549
164.329262867208,199.509848831537,160.115975030751
152.349174643944,110.982626341893,129.523275914127
122.595745823088,124.81932649612,127.458541639086
13.1880408973594,71.794792488431,70.2770297662803
270.200198522281,247.807178748767,282.392731983358
387.620511619915,145.383793139402,167.271845216703
116.099840096404,77.8810578660612,81.6811613595239
244.990039916795,293.805179850494,284.268443241157
90.8943718907613,77.815976474721,92.2417960944004
162.478008494639,81.4551990026975,134.049256984569
19.3972630757321,32.6809830453613,55.8175229155773
0,39.5969375490443,31.1791660247089
0,31.9227706672561,17.7850490098209
155.741773068091,127.93818329684,113.894498324733
94.9465096390206,44.9894645477869,85.274669311317
61.6352403670825,38.664840462675,86.1715149700224
0,33.7459919575876,0
145.38211122902,259.812292025235,212.024710444154
199.664913705854,299.601025161201,280.917478057489
167.238850342227,128.688038714768,83.9348278863224
84.5546114497186,55.8439818438262,66.598412739051
0,3.43818350001149,1.53244666480373
0,0.533944365906478,3.4020670433067
42.247751105223,55.3543039972369,61.0897908168808
193.301901342651,238.805264965809,176.336198425792
317.45992502277,379.328876978201,324.554726655033
150.760715488711,80.7010595623516,73.5925957221411
443.119276282298,448.607475993622,440.264250252446
33.5116891304796,0,10.3757983311427
0,0,17.0912581867913
76.4820592685447,0,11.0011129330446
413.308936272555,464.617543936448,377.112604488662
0,0,3.27534614321019
0,0,9.69217766223145
136.297106175368,66.8202105309695,85.1291911804489
210.542935352051,113.357478487081,120.083516238547
286.386018346277,205.428959456904,176.801001228587
405.960742697491,446.958851723822,378.224199132029
137.911972977632,120.081998351735,127.122423366935
38.0234989609562,0,32.4638035597469
0,0,7.77756472366739
0,0,4.9033993123188
107.610759423571,82.0288434647185,78.0739853735837
232.60564376635,128.21512492182,139.773915066523
303.976917661678,225.033564311717,240.481619839271
371.937058036562,401.376876143626,343.210225229754
0,0,0
300.507587557983,104.153260940354,13.9703631817803
181.983788526537,104.186006440635,11.9340961780205
52.8800816923399,53.700613330011,61.1547773054839
0,57.389738153187,48.7292625106395
0,30.5564515727573,17.555213968318
131.638717189611,152.265830376347,113.764564248885
75.4533223916774,148.737684728791,133.068783972347
223.149866185429,155.578861175952,128.566470268416
0,27.5581658652016,12.6113903454972
115.663058884132,0,17.2850040268762
134.577291329046,223.757753560078,168.881918678652
143.932682075284,276.372134270837,260.505487820634
384.043838384607,269.431451774454,230.428698427807
227.824253381464,187.635573195385,148.64383952587
126.806723503387,135.096631059246,69.8195171524206
0,3.1085094959015,4.51150356995927
0,0,0
41.5460410899729,0,3.52608818878689
281.460139583401,216.81098892401,169.98587433118
139.2726243132,53.1724247959453,88.3991590064337
0,0,6.29857789758581
0,0,14.7784535337429
259.001646009993,261.720290865978,140.031349012166
106.145930990693,60.3852566071637,69.1998867578902
